Timestamp,Occupancy_Count,Outdoor_Temp_C,Humidity_%,Wind_Speed_kph,Day_Type,Hour,HVAC_Status,Indoor_Temp_C,Energy_Consumption_kWh
2023-01-01 00:00:00,47,28.833807639157442,89.83845133414987,4.613313706204465,Weekend,0,On,23.8,209.16
2023-01-01 01:00:00,55,33.08372011699253,52.714129508184215,17.07004637224643,Weekend,1,On,28.1,225.51
2023-01-01 02:00:00,42,26.45587617878052,85.72321300278611,5.410635947837566,Weekend,2,On,21.5,180.51
2023-01-01 03:00:00,52,34.43229551068226,52.98192532969888,6.408222905002791,Weekend,3,On,29.4,217.27
2023-01-01 04:00:00,58,30.790917504236035,51.68791291296136,1.25986912430039,Weekend,4,On,25.8,234.84
2023-01-01 05:00:00,43,31.90809119549909,87.59758066134185,19.55209930617547,Weekend,5,On,26.9,179.44
2023-01-01 06:00:00,46,37.20252661775076,84.69127749821166,15.907646982299582,Weekend,6,On,32.2,255.5
2023-01-01 07:00:00,49,31.78283438788099,64.46246981131196,2.9620347761880583,Weekend,7,On,26.8,206.71
2023-01-01 08:00:00,52,30.357059269576567,88.30128753271933,9.790995280553734,Weekend,8,On,25.4,213.53
2023-01-01 09:00:00,45,29.58705768445939,84.47427510654416,6.734943739221868,Weekend,9,On,24.6,204.57
2023-01-01 10:00:00,49,29.326715201096288,86.07931503021885,0.6478816000536147,Weekend,10,On,24.3,200.37
2023-01-01 11:00:00,43,31.561496821018036,73.80461945034497,18.544421137441795,Weekend,11,On,26.6,208.65
2023-01-01 12:00:00,52,36.816614920582076,88.33314144870428,16.788204712015773,Weekend,12,On,31.8,256.48
2023-01-01 13:00:00,52,26.941118698329156,82.38328830954161,19.738552653724913,Weekend,13,On,21.9,199.53
2023-01-01 14:00:00,46,26.562714306645184,87.59811441748245,4.850295645326323,Weekend,14,On,21.6,208.03
2023-01-01 15:00:00,54,36.42519947599015,61.260437416561416,13.988341815887823,Weekend,15,On,31.4,271.84
2023-01-01 16:00:00,40,27.16926530070723,71.28390269332087,2.3633861896925823,Weekend,16,On,22.2,177.41
2023-01-01 17:00:00,45,31.08047433176352,84.706513165947,8.627864435795022,Weekend,17,On,26.1,189.21
2023-01-01 18:00:00,46,27.041012675920673,73.18916163466807,16.934790959880132,Weekend,18,On,22.0,196.76
2023-01-01 19:00:00,51,21.602577708217705,82.04393440202645,0.16115438123484926,Weekend,19,Off,19.6,223.05
2023-01-01 20:00:00,64,30.99112596645981,88.92387870493789,9.614010882370783,Weekend,20,On,26.0,241.27
2023-01-01 21:00:00,52,35.575839470130255,82.18251336453947,8.69393134869667,Weekend,21,On,30.6,234.72
2023-01-01 22:00:00,38,29.689725741036376,62.61438482446708,13.81996949882705,Weekend,22,On,24.7,188.19
2023-01-01 23:00:00,33,22.59170718371886,54.747975584568294,4.7585273874073275,Weekend,23,Off,20.6,168.53
2023-01-02 00:00:00,48,30.545352915252078,60.90987303124883,3.465665693062514,Weekday,0,On,25.5,199.71
2023-01-02 01:00:00,58,26.22024305677304,76.51164486397965,13.013992447113264,Weekday,1,On,21.2,232.51
2023-01-02 02:00:00,45,16.90247458377119,50.437774452592905,12.825124877486317,Weekday,2,Off,14.9,222.62
2023-01-02 03:00:00,41,29.595581391382296,57.58874908383334,15.035674592888686,Weekday,3,On,24.6,190.8
2023-01-02 04:00:00,56,32.588420969440165,63.0761058057824,4.938269322574298,Weekday,4,On,27.6,244.56
2023-01-02 05:00:00,54,35.88852739065958,85.00899774512698,0.32651459284311235,Weekday,5,On,30.9,255.48
2023-01-02 06:00:00,56,38.784273699810704,52.040165935497974,17.559154297746268,Weekday,6,On,33.8,295.04
2023-01-02 07:00:00,47,33.25467838693255,51.99744639295507,4.126770137000584,Weekday,7,On,28.3,211.43
2023-01-02 08:00:00,59,34.66783704302797,72.0713019347724,8.359371289016801,Weekday,8,On,29.7,250.34
2023-01-02 09:00:00,46,23.577172749609666,57.11065008822781,9.37001042583227,Weekday,9,Off,21.6,183.81
2023-01-02 10:00:00,46,38.10912900773127,59.68860720635617,3.7466979452312565,Weekday,10,On,33.1,240.67
2023-01-02 11:00:00,55,36.33680090785775,57.369444039173906,10.416591824189517,Weekday,11,On,31.3,240.19
2023-01-02 12:00:00,60,28.164422575167382,73.26428550387719,18.285812896704314,Weekday,12,On,23.2,219.51
2023-01-02 13:00:00,40,33.408300626439214,52.22190998426678,5.427078013871793,Weekday,13,On,28.4,187.29
2023-01-02 14:00:00,56,32.90534091724305,87.6000011451823,10.406794393845365,Weekday,14,On,27.9,240.55
2023-01-02 15:00:00,56,37.35106755275197,54.92553541651313,6.17392759646777,Weekday,15,On,32.4,282.99
2023-01-02 16:00:00,50,29.24446113920058,88.06382008648455,19.614508547364082,Weekday,16,On,24.2,212.28
2023-01-02 17:00:00,46,26.26883681149994,81.12516121857054,4.411969881703783,Weekday,17,On,21.3,194.14
2023-01-02 18:00:00,61,27.55000815169328,83.12063544904449,2.1866052802875524,Weekday,18,On,22.6,202.49
2023-01-02 19:00:00,48,34.48397991681934,56.912329379424065,2.852368858348775,Weekday,19,On,29.5,208.28
2023-01-02 20:00:00,44,20.400647949288327,76.78588347818366,7.340991869240439,Weekday,20,Off,18.4,211.65
2023-01-02 21:00:00,45,15.014632803782487,82.68288605185825,11.05703114349673,Weekday,21,Off,13.0,241.81
